fips,name_16,County,LessThanHighSchool,AtLeastHighSchool,AtLeastBS,GraduateDegreee,School_Enrollment,MedianEarnings,WhitePopulation,AfricanAmericanPopulation,NativeAmericanPopulation,AsianAmericanPopulatyion,OtherRaces,LatinoPopulation,ChildrenUnder6LivinginPoverty,Adults65andOlderLivinginPoverty,TotalPopulation,PreschoolEnrollmentRatioenrolledages3and4,PovertyRatebelowfederalpoverty.hreshold,GiniCoefficient,ChildPovertylivinginfamiliesbelowthepovertyline,Management.professional.and.related.occupations,Service.occupations,Sales.and.office.occupations,Farming.fishing.and.forestry.occupations,Construction.extraction.maintenance.and.repair.occupations,Production.transportation.and.material.moving.occupations,State,White,Black,Hispanic,Asian,Amerindian,Other,White_Asian,SIRE_homogeneity,median_age,lon,lat,Poor.physical.health.days,Poor.mental.health.days,Low.birthweight,Teen.births,Children.in.single.parent.households,Adult.smoking,Adult.obesity.percent,Adult.obesity.population,Diabetes.percent,Sexually.transmitted.infections,HIV.prevalence.rate,Uninsured,Unemployment,Violent.crime,Homicide.rate,Injury.deaths,Infant.mortality,CA,S,MAR,CFS,ACFS,MeanALC,MaxALC,Mixedness,elevation,annual_PRCP,winter_PRCP,summer_PRCP,spring_PRCP,autumn_PRCP,annual_TAVG,annual_TMAX,annual_TMIN,winter_TAVG,winter_TMAX,winter_TMIN,summer_TAVG,summer_TMAX,summer_TMIN,spring_TAVG,spring_TMAX,spring_TMIN,autumn_TAVG,autumn_TMAX,autumn_TMIN,nearest_county,temp,precip,temp_bins,lat_bins,lon_bins,precip_bins,elevation_bins
48003,Andrews,"Andrews County, Texas",27.3,72.7,12.4,3.3,73.25,30639.90286,48.4,0.95,0.4,0.5,1.9,47.85,32.7,15.05,14040.5,38.4,17.75,0.531,30.85,20.9,16.5,24.25,1.1,18.45,18.85,Texas,48.4,0.95,47.85,0.5,0.4,1.9,48.9,0.4637105,34.6,-102.6402058,32.3122581,,,0.1,82.4,0.282,,0.303,4254,0.099,479.1,39.2,0.271,0.037,536.37,,79.8,,0.827518773,-1.081740945,0.821885627,4.49E-05,4.49E-05,1.09E-04,6.22E-04,-0.052598594,972.9,1474,194,551,315,414,639,784,495,462,604,319,805,943,666,646,802,490,642,782,501,48003,17.72222222,374.396,"(16.6,18.5]","(31.7,33.8]","(-109,-100]","[123,444]","(572,1.01e+03]"
48005,Angelina,"Angelina County, Texas",22,78,15.9,4.8,73.8,23748.97429,64.45,14.6,0.25,0.85,1.05,18.85,29.85,9.55,84618,51.3,17.85,0.452,28,27.75,18,23.15,0.7,11.45,18.9,Texas,64.45,14.6,18.85,0.85,0.25,1.05,65.3,0.47241725,35.7,-94.6110558,31.2519514,5,3.9,0.09,72.7,0.396,0.207,0.318,26909,0.11,438,159,0.252,0.067,350.84,5.76,65.2,5.3,0.620367004,-0.793494326,0.479538497,2.95E-05,2.95E-05,6.01E-05,4.68E-04,-0.681731686,95.83333333,4995.666667,1319,1127,1161,1388.666667,,,,,,,,,,,,,,,,48005,,1268.899333,,"[19.6,31.7]","(-96.7,-93.6]","(1.19e+03,1.27e+03]","(38.9,105]"
48007,Aransas,"Aransas County, Texas",14.8,85.2,23.9,8,76.9,22386.23016,70.95,1.05,0.35,2.35,1.7,23.6,34.05,6,23828.5,67.9,17.25,0.47,28.4,31.05,19.6,23.6,1.65,13.25,10.9,Texas,70.95,1.05,23.6,2.35,0.35,1.7,73.3,0.56005,46.8,-96.977983,28.1042254,3.8,,0.09,72.6,0.378,,0.278,6624,0.121,457.8,107.4,0.266,0.061,186.09,9.82,102.4,,-0.093289446,-0.794146819,0.733924079,4.35E-05,4.35E-05,8.94E-05,3.53E-04,-0.21667851,4.425,,,,,,717.25,792.25,642,572.75,656.5,489,838.75,905.25,773,712.5,782,643.5,741.75,822.75,660.5,48007,22.06944444,,"(18.5,25.2]","[19.6,31.7]","(-100,-96.7]",,"[-12.3,38.9]"
48009,Archer,"Archer County, Texas",16,84,18.8,4.1,75.85,31845.32762,90.9,0.3,0.3,0.4,0.7,7.5,18.35,8.5,8995,62.9,9.25,0.409,12.8,28.2,14.6,24.1,3.4,15.6,14.15,Texas,90.9,0.3,7.5,0.4,0.3,0.7,91.3,0.831989,41.4,-98.6872669,33.6163054,,,0.08,34.9,0.213,,0.295,2654,0.125,90.5,,0.245,0.049,112.93,,59.6,,1.421797538,0.230078931,0.547123161,8.40E-06,8.40E-06,8.06E-05,4.26E-04,-0.653377726,307.55,3154.5,546.5,856,936.5,815.5,,,,,,,,,,,,,,,,48009,,801.243,,"(31.7,33.8]","(-100,-96.7]","(628,818]","(259,317]"
48011,Armstrong,"Armstrong County, Texas",8.5,91.5,25.9,7.1,75.6,31131.74635,87.8,1.05,1.25,0,1,8.9,24.45,3.95,1957.5,0,11,0.375,18.7,33.5,23.05,22.7,0.8,8.15,11.75,Texas,87.8,1.05,8.9,0,1.25,1,87.8,0.7791715,43,-101.3566363,34.964179,,,,48.4,0.358,,0.269,527,0.113,,,0.262,0.048,0,,,,1.301241871,0.135936394,0.806203917,3.72E-05,3.72E-05,9.94E-05,5.92E-04,-0.132098703,,,,,,,,,,,,,,,,,,,,,,,,,,"(33.8,35.6]","(-109,-100]",,
48013,Atascosa,"Atascosa County, Texas",26.2,73.8,11,3.7,74.3,23338.46794,36.75,0.65,0.15,0.3,0.95,61.2,34.4,20.15,44217.5,55.4,19.15,0.429,26.2,24.4,16.1,24.2,1.5,18.7,15.1,Texas,36.75,0.65,61.2,0.3,0.15,0.95,37.05,0.509744,35.6,-98.5281872,28.8942963,,,0.09,69.7,0.352,0.383,0.308,13619,0.102,335.7,99.4,0.266,0.066,189.97,6.56,60,7.6,0.007028384,-1.157331042,0.759771073,1.98E-05,1.98E-05,1.04E-04,3.11E-04,-0.26899669,138.15,2854.5,510.25,836,724.5,783.75,,,,,,,,,,,,,,,,48013,,725.043,,"[19.6,31.7]","(-100,-96.7]","(628,818]","(105,167]"
48015,Austin,"Austin County, Texas",18.8,81.2,17.9,5.4,74.7,28794.98413,66.85,9.5,0.3,0.25,1,22.2,12.35,12.45,27492,34.4,8.55,0.452,11.05,29.55,19.35,22.2,0.85,10.95,17.05,Texas,66.85,9.5,22.2,0.25,0.3,1,67.1,0.5053165,40,-96.2701697,29.8919013,4.1,3.3,0.07,43,0.269,0.179,0.308,8468,0.103,188.4,137.3,0.234,0.06,233.82,,69.1,,0.86007759,0.053106672,0.507504199,2.40E-05,2.40E-05,6.24E-05,2.85E-04,-0.667859955,85.3,4175,911,976,1123,1165,680,786,574,519,624,414,824,928,719,677,781,573,697,807,587,48015,20,1060.45,"(18.5,25.2]","[19.6,31.7]","(-96.7,-93.6]","(1.03e+03,1.12e+03]","(38.9,105]"
48017,Bailey,"Bailey County, Texas",26.6,73.4,18.5,5.6,72.8,23778.72984,44.6,2.2,0.15,0.25,0.2,52.55,24.75,5.6,6762.5,49.7,17.15,0.427,17.8,28.6,16.4,22.1,14,4.7,14.2,Texas,44.6,2.2,52.55,0.25,0.15,0.2,44.85,0.47556275,30,-102.8303446,34.0675209,,,0.09,107.8,0.188,,0.289,1954,0.097,193.2,,0.325,0.066,303.86,,91.1,,-0.003388345,-0.795919095,0.923399474,1.37E-04,1.37E-04,1.40E-04,0.001180544,0.61194114,1149.333333,1842,179,771.3333333,403.6666667,488,572,734.3333333,409.3333333,385,548.3333333,221.3333333,757.3333333,908.6666667,605.3333333,566.6666667,739,394.3333333,575,737.3333333,412.6666667,48017,14,467.868,"(13.6,14.9]","(33.8,35.6]","(-109,-100]","(444,628]","(1.01e+03,3.06e+03]"
48019,Bandera,"Bandera County, Texas",11,89,24,7.5,76.15,24171.73016,80.9,0.55,0.7,0.2,1.05,16.55,42.15,7.65,20311,38.7,17.15,0.452,27.8,37.95,20.25,20.15,1.55,14.85,5.3,Texas,80.9,0.55,16.55,0.2,0.7,1.05,81.1,0.68206475,47.6,-99.2606816,29.7557484,,6.5,0.09,36.3,0.256,0.221,0.29,5890,0.13,107.1,71,0.264,0.06,83.84,,74,,1.332075428,-0.467930473,0.939665415,9.48E-05,9.48E-05,9.06E-05,6.71E-04,0.308167958,471.4333333,3554,580,1009.333333,993.6666667,971,,,,,,,,,,,,,,,,48019,,902.716,,"[19.6,31.7]","(-100,-96.7]","(818,932]","(396,572]"
48021,Bastrop,"Bastrop County, Texas",19.4,80.6,17.9,5.6,73.25,26994.27873,59.15,7.95,0.4,0.65,1.25,30.55,20.1,9.2,73049.5,33.2,13.75,0.407,19.45,31.35,15.1,23.5,0.85,17.55,11.7,Texas,59.15,7.95,30.55,0.65,0.4,1.25,59.8,0.44973725,37.6,-97.3118587,30.1031276,3.4,4.2,0.07,51.6,0.259,0.221,0.312,22791,0.103,391.4,148.1,0.258,0.064,414.82,3.83,74.2,6.1,-0.747845022,-0.165025694,0.509321492,2.68E-05,2.68E-05,3.32E-05,3.15E-04,-0.717250613,135.3333333,3619.333333,745.6666667,810.3333333,966.6666667,1096.666667,678.3333333,796.3333333,561,511.3333333,631.6666667,391,831.3333333,945.3333333,717.3333333,674.6666667,790.6666667,559,694,815,573,48021,19.90740741,919.3106667,"(18.5,25.2]","[19.6,31.7]","(-100,-96.7]","(818,932]","(105,167]"
48023,Baylor,"Baylor County, Texas",15.3,84.7,24.5,6.8,83.7,19047.68159,84.15,2.4,0.15,0.4,0.7,12.2,59.05,7.5,3757.5,16.1,15.3,0.515,14.9,32.35,15.2,27.75,3.4,14.55,6.7,Texas,84.15,2.4,12.2,0.4,0.15,0.7,84.55,0.7236495,45.9,-99.197228,33.6181716,2.7,,0.1,66.3,0.211,,0.273,1026,0.117,240.6,,0.255,0.043,453.94,,121.2,,1.095568994,-0.739155169,1.303575307,1.40E-04,1.40E-04,1.68E-04,9.85E-04,1.180480892,376.25,2729.5,423.5,837.5,759,709.5,634,759.5,508.5,430.5,555.5,305,830,950.5,708.5,627,756.5,498,645,771,518.5,48023,17.44444444,693.293,"(16.6,18.5]","(31.7,33.8]","(-100,-96.7]","(628,818]","(317,396]"
48025,Bee,"Bee County, Texas",30.5,69.5,9.2,3.8,65.7,19006.54191,33.5,8.85,0.4,0.55,0.75,55.9,26.15,17.3,32137,36.8,19.6,0.476,24.35,23.35,36.45,19.2,3.35,9.1,8.5,Texas,33.5,8.85,55.9,0.55,0.4,0.75,34.05,0.43264075,35.7,-97.7425858,28.416077,,,0.09,75.7,0.413,,0.3,9641,0.095,676.1,775.1,0.226,0.07,271.79,,56.4,,-0.349958199,-1.407915393,1.032377032,-2.62E-05,2.62E-05,1.79E-04,5.94E-04,0.284135732,48.9,3246.5,514.5,967.5,799,965.5,718,823,613.5,571.5,678,465,848,952,743.5,717,819,615.5,733.5,840.5,627,48025,22.11111111,824.611,"(18.5,25.2]","[19.6,31.7]","(-100,-96.7]","(818,932]","(38.9,105]"
48027,Bell,"Bell County, Texas",11.4,88.6,21.2,7,66,27515.31937,52.15,20.2,0.55,2.65,3.85,20.6,24.85,7.85,292914.5,40.1,14.15,0.424,21.05,31.6,20.3,26.4,0.2,9.85,11.65,Texas,52.15,20.2,20.6,2.65,0.55,3.85,54.8,0.357417,29.5,-97.4819209,31.0421099,4.3,3.8,0.09,66,0.365,0.194,0.291,85238,0.096,1253.5,166.8,0.202,0.073,404.2,6.27,51.5,7.8,0.141290092,-0.46496915,0.764293181,7.21E-05,7.21E-05,8.36E-05,9.97E-04,-0.047868787,255.72,,,,,,,,,,,,,,,,,,,,,48027,,,,"[19.6,31.7]","(-100,-96.7]",,"(216,259]"
48029,Bexar,"Bexar County, Texas",18.6,81.4,25.3,9.1,75,26042.76635,31.15,6.8,0.25,2.15,1.55,58.1,26.75,12.95,1649795,44.7,17,0.463,24.2,33.4,18.15,28,0.2,10.3,9.85,Texas,31.15,6.8,58.1,2.15,0.25,1.55,33.3,0.439926,32.7,-98.5201465,29.4486708,3.6,3.3,0.09,57.8,0.368,0.162,0.293,483390,0.093,677.8,312.1,0.231,0.066,507.66,7.63,58.7,6.6,0.001802071,-0.491244208,0.665190644,3.89E-05,3.89E-05,4.49E-05,1.50E-04,-0.428955118,235.3,3241,570.25,888.5,831.75,950.5,693.5,803.5,583.25,533,646,420,837.5,943.5,732.25,694,805.25,582.75,706,816.5,595.5,48029,20.75,823.214,"(18.5,25.2]","[19.6,31.7]","(-100,-96.7]","(818,932]","(216,259]"
48031,Blanco,"Blanco County, Texas",11.7,88.3,25.4,7.9,75.35,25400.76349,78.6,1.55,0.2,0.25,0.7,18.65,26.6,6.95,9767,40.6,11.6,0.44,13.65,35.9,14.8,22.5,1.7,18.15,6.9,Texas,78.6,1.55,18.65,0.25,0.2,0.7,78.85,0.65287775,45.2,-98.3999768,30.2656051,,,0.07,37.1,0.263,,0.294,2871,0.112,217,69.8,0.285,0.055,207.38,,99.2,,0.509861954,0.03579874,0.515085505,2.68E-05,2.68E-05,6.28E-05,6.63E-04,-0.642999658,371.475,3352.25,617,839.5,905.5,990.25,,,,,,,,,,,,,,,,48031,,851.4715,,"[19.6,31.7]","(-100,-96.7]","(818,932]","(317,396]"
48033,Borden,"Borden County, Texas",14.9,85.1,19.1,3.4,72.25,29307.64413,79.9,0,0.15,0.1,0.3,19.55,31.9,1.7,613,,4.8,0.502,8.75,38.25,17.75,14.45,5.2,17.1,7.2,Texas,79.9,0,19.55,0.1,0.15,0.3,80,0.6766335,43.2,-101.4330328,32.7440621,,,,,0.204,,0.282,173,0.114,,,0.168,0.03,0,,,,3.57032573,,,,,,,,771.1,1906,216,665,518,507,648,776,520,470,597,342,814,936,693,654,792,515,650,775,525,48033,18.22222222,484.124,"(16.6,18.5]","(31.7,33.8]","(-109,-100]","(444,628]","(572,1.01e+03]"
48035,Bosque,"Bosque County, Texas",19.9,80.1,14.8,4.6,76.5,24110.87397,80.8,1.7,0.65,0.15,1.1,15.6,26.8,14.8,17966,36.3,16.95,0.421,23.75,29.1,19.15,22.4,1.6,10.05,17.75,Texas,80.8,1.7,15.6,0.15,0.65,1.1,80.95,0.6776545,44.4,-97.6376322,31.9007636,,,0.08,47.9,0.259,0.39,0.283,5084,0.107,218.5,56,0.265,0.074,88.16,,86.4,,0.435726711,-0.647743673,0.606214847,4.55E-05,4.55E-05,6.02E-05,5.34E-04,-0.437826001,231.7666667,3555.333333,729.3333333,860,1023,943,,,,,,,,,,,,,,,,48035,,903.0546667,,"(31.7,33.8]","(-100,-96.7]","(818,932]","(216,259]"
48037,Bowie,"Bowie County, Texas",16.5,83.5,18.1,6.9,75.1,25258.55016,66.7,23.55,0.6,0.7,2.3,6.1,25.3,12.75,92203,53.4,17.25,0.469,24.35,30.05,17.6,25.25,0.65,12.35,14.05,Texas,66.7,23.55,6.1,0.7,0.6,2.3,67.4,0.50468425,37.4,-94.4223747,33.4460512,4.7,4.6,0.1,67,0.391,0.17,0.315,29044,0.11,384.7,229.7,0.222,0.068,728.02,9.92,74.2,7.4,1.110918591,-0.841181047,0.646603494,1.56E-05,1.56E-05,4.69E-05,1.97E-04,-0.564622292,100.7,5252,1307.666667,1125.666667,1406.666667,1412,,,,,,,,,,,,,,,,48037,,1334.008,,"(31.7,33.8]","(-96.7,-93.6]","(1.27e+03,1.39e+03]","(38.9,105]"
48039,Brazoria,"Brazoria County, Texas",15.7,84.3,26.1,9.1,77.65,36347.44159,55.55,11.05,0.3,4.9,1.5,26.75,15.35,8.8,302735,47.3,10.6,0.416,14.05,38.2,14.05,22.65,0.4,12.5,12.15,Texas,55.55,11.05,26.75,4.9,0.3,1.5,60.45,0.39498175,34.9,-95.434647,29.1678175,2.9,2.7,0.08,50,0.274,0.15,0.29,87793,0.094,341.6,122.7,0.214,0.07,193.51,3.91,56.4,5.7,1.359744508,0.378022211,0.519499991,-1.86E-05,1.86E-05,7.31E-05,2.93E-04,-0.655267931,6.675,5260,1157.5,1446.5,1033.5,1622.5,693.75,780,607.5,551,642.5,459,822.5,901.25,743.75,688.75,771.5,605.75,710,802.25,618.25,48039,20.76388889,1336.04,"(18.5,25.2]","[19.6,31.7]","(-96.7,-93.6]","(1.27e+03,1.39e+03]","[-12.3,38.9]"
48041,Brazos,"Brazos County, Texas",15.5,84.5,39.3,16.9,81.3,15905.10318,60.95,10.5,0.2,4.75,1.4,22.15,29,7.15,183116.5,42.9,30.15,0.529,24.9,38.75,18.2,23.95,0.6,10.05,8.55,Texas,60.95,10.5,22.15,4.75,0.2,1.4,65.7,0.43403375,24.1,-96.3023887,30.6567254,3.8,2.8,0.08,26.7,0.387,0.131,0.283,51822,0.071,503,154.1,0.242,0.055,393.69,2.85,37.2,5,0.320682393,-0.218486627,1.262340147,1.71E-04,1.71E-04,2.13E-04,0.001301752,1.381495428,93,4006,932,927,1016,1131,690,792,589,526,626,425,841,943,739,687,788,586,705,810,601,48041,20.55555556,1017.524,"(18.5,25.2]","[19.6,31.7]","(-96.7,-93.6]","(932,1.03e+03]","(38.9,105]"
48043,Brewster,"Brewster County, Texas",19.8,80.2,30.4,13.5,80.2,18749.82476,52.85,1.1,0.3,1.15,1.75,42.85,17.4,12.35,9224,27,17.05,0.49,17.85,28.45,26.9,18.65,1.5,15.2,9.3,Texas,52.85,1.1,42.85,1.15,0.3,1.75,54,0.463493,40.3,-103.2524579,29.8089965,3.7,2.4,0.09,51.4,0.193,,0.27,2490,0.09,426.2,,0.272,0.047,185.38,,58.1,,1.064250821,-0.249671206,0.979168841,7.91E-05,7.91E-05,8.47E-05,5.45E-04,0.267670095,979.41,,,,,,672,820.5,524,503.5,659.5,347.8,820.5,953,687.9,687.2,849.4,525.4,674.3,817.2,531.2,48043,19.55555556,,"(18.5,25.2]","[19.6,31.7]","(-109,-100]",,"(572,1.01e+03]"
48045,Briscoe,"Briscoe County, Texas",19,81,15,2.7,76.85,24339.58984,71.4,1.6,0.1,0.1,1.65,25.1,33.25,13.35,1610,48.9,22.1,0.392,31.25,32.7,19,20.2,9.1,11.45,7.55,Texas,71.4,1.6,25.1,0.1,0.1,1.65,71.5,0.57332725,44.8,-101.205893,34.5251725,,,,64.4,0.379,,0.288,464,0.116,,,0.363,0.063,42.19,,,,-0.678366812,-1.015782686,0.713671215,4.90E-05,4.90E-05,9.72E-05,4.07E-04,-0.197689038,999.7,2241,239,927,578,497,576,716,436,385,526,245,763,893,633,567,716,418,585,725,445,48045,14.22222222,569.214,"(13.6,14.9]","(33.8,35.6]","(-109,-100]","(444,628]","(572,1.01e+03]"
48047,Brooks,"Brooks County, Texas",46.3,53.7,12.5,4.5,79.25,18303.46762,9.4,0.15,0.05,0.2,0.2,89.95,52.2,24.45,7349,41.9,34.55,0.512,43,25.45,31.1,23.1,4.2,9.15,7,Texas,9.4,0.15,89.95,0.2,0.05,0.2,9.6,0.81794675,36.3,-98.2152756,27.0349936,,,0.12,130.4,0.53,,0.29,2131,0.106,886.2,155.8,0.25,0.071,361.79,,100.6,,-1.189746996,-2.979824566,1.084551398,-1.88E-04,1.88E-04,6.14E-04,0.002466663,2.144729113,42.4,2647,393,842,570,842,718,845,590,574,705,443,843,968,718,724,852,597,728,854,602,48047,22.11111111,672.338,"(18.5,25.2]","[19.6,31.7]","(-100,-96.7]","(628,818]","(38.9,105]"
48049,Brown,"Brown County, Texas",18.3,81.7,15,4.5,69,25256.64921,75.35,3.85,0.45,0.3,1.1,18.9,25.9,13.45,38165.5,31,16.95,0.476,21.2,26.75,18.2,23.35,0.95,10.95,19.8,Texas,75.35,3.85,18.9,0.3,0.45,1.1,75.65,0.60511575,39,-98.9984697,31.7641026,5,3.4,0.09,57.7,0.292,0.258,0.323,12327,0.105,382.3,142.6,0.238,0.06,353.22,4.12,67.6,11.3,1.052401035,-0.819975886,0.562804451,1.27E-05,1.27E-05,5.94E-05,1.61E-04,-0.659488831,434.35,2963.5,501.5,874.5,832.5,755,,,,,,,,,,,,,,,,48049,,752.729,,"(31.7,33.8]","(-100,-96.7]","(628,818]","(396,572]"
48051,Burleson,"Burleson County, Texas",23.2,76.8,10.5,3.5,75.55,27005.21334,68.05,12.7,0.15,0.2,1.25,17.6,23.05,16.55,16910.5,53,15.45,0.409,21.25,25.25,18.35,20.45,1.95,16.85,17.2,Texas,68.05,12.7,17.6,0.2,0.15,1.25,68.25,0.51034775,41.3,-96.6220912,30.4934867,,,0.08,57.7,0.264,,0.319,5394,0.118,301.4,130.9,0.275,0.06,190.77,,84.4,,0.252333597,-0.665349595,0.565844982,2.44E-05,2.44E-05,4.09E-05,1.26E-04,-0.638629254,111.3,3950,936,834,1042,1138,,,,,,,,,,,,,,,,48051,,1003.3,,"[19.6,31.7]","(-96.7,-93.6]","(932,1.03e+03]","(105,167]"
48053,Burnet,"Burnet County, Texas",16.5,83.5,21.4,6.6,76.75,24327.77524,77.65,1.75,0.45,0.5,1,18.65,22.45,7,43076,47,13.2,0.442,18.6,28.5,18.15,26.35,0.95,15.85,10.15,Texas,77.65,1.75,18.65,0.5,0.45,1,78.15,0.638186,43,-98.2011948,30.7896156,1.7,2.8,0.07,52.9,0.367,0.246,0.277,11932,0.101,250.5,110.7,0.278,0.054,172.45,,86.3,,0.130266556,-0.117801871,0.613195398,4.32E-05,4.32E-05,5.47E-05,4.88E-04,-0.452365147,348.2142857,,,,,,,,,,,,,,,,,,,,,48053,,,,"[19.6,31.7]","(-100,-96.7]",,"(317,396]"
48055,Caldwell,"Caldwell County, Texas",24.4,75.6,14.3,3.9,68.8,25223.45619,45.55,6.9,0.35,0.6,1.05,45.55,36.3,14.1,37480.5,31.4,19.5,0.428,30,26.75,20.2,24.5,0.35,14.95,13.2,Texas,45.55,6.9,45.55,0.6,0.35,1.05,46.15,0.41988,34.5,-97.631097,29.8404216,3.8,,0.09,60.1,0.404,,0.32,11994,0.098,577.5,167.4,0.284,0.07,346.15,,61,,0.125765952,-1.018037148,0.529020646,1.55E-06,1.55E-06,7.57E-05,2.53E-04,-0.722072148,128,3570.666667,704.6666667,871.3333333,930.3333333,1064.333333,,,,,,,,,,,,,,,,48055,,906.9493333,,"[19.6,31.7]","(-100,-96.7]","(818,932]","(105,167]"
48057,Calhoun,"Calhoun County, Texas",21.8,78.2,14.7,4,75.1,25842.10032,47.05,2.45,0.1,4.25,1,45.2,24.9,10.7,20882.5,42.5,15.1,0.436,21.65,26.3,17.2,21.3,1.05,17.25,16.8,Texas,47.05,2.45,45.2,4.25,0.1,1,51.3,0.42818175,38.6,-96.5833004,28.4453662,2.8,,0.08,75.4,0.247,,0.284,5931,0.104,307.8,79.2,0.247,0.07,522.36,,70.1,,0.94218568,-0.451421303,0.580905928,4.71E-05,4.71E-05,4.82E-05,3.57E-04,-0.489775262,4.425,4051,835.75,1124.75,891.5,1199,706,784.5,627.75,558.25,649.75,467.25,834,901.75,766.5,699.5,772.25,627.75,728.75,811.75,646.5,48057,21.44444444,1028.954,"(18.5,25.2]","[19.6,31.7]","(-96.7,-93.6]","(932,1.03e+03]","[-12.3,38.9]"
48059,Callahan,"Callahan County, Texas",13.7,86.3,17.1,4.7,79.25,25735.05556,88.65,0.8,0.4,0.2,2.05,7.95,22.3,13.75,13422,55.7,12.95,0.423,15.85,26.25,15.45,25.8,1.4,19.05,12.05,Texas,88.65,0.8,7.95,0.2,0.4,2.05,88.85,0.79270675,41.3,-99.372249,32.2931499,,,0.1,41.5,0.214,,0.296,3973,0.098,207.2,134.8,0.255,0.051,95.14,,87.7,,0.342903237,-0.164370049,0.537999007,2.88E-05,2.88E-05,3.58E-05,2.71E-04,-0.664215944,496.8,2742,423,818,744,757,640,766,513,455,583,327,814,936,693,636,766,505,650,776,524,48059,17.77777778,696.468,"(16.6,18.5]","(31.7,33.8]","(-100,-96.7]","(628,818]","(396,572]"
48061,Cameron,"Cameron County, Texas",37.7,62.3,14.5,4.7,76.6,18633.28921,11.65,0.3,0.1,0.6,0.3,87.05,49.35,25.35,394695.5,43.2,35.2,0.492,46.9,26.6,23.6,26.4,1.05,10.2,12.15,Texas,11.65,0.3,87.05,0.6,0.1,0.3,12.25,0.7713975,30.2,-97.4789584,26.1029227,4.6,3.3,0.08,80,0.373,0.136,0.27,106568,0.083,396.3,183.7,0.359,0.105,319.26,2.29,30.7,5.7,-0.30310085,-1.640432804,1.522573786,2.13E-04,2.13E-04,3.88E-04,0.001445767,2.321883494,10.53333333,2665.5,400.3333333,660.6666667,553.8333333,1050.666667,739.5,830.5,648.6666667,613.8333333,708.8333333,518.6666667,844.3333333,931.3333333,757.1666667,742,831.6666667,652,756.3333333,847.8333333,664.5,48061,23.30555556,677.037,"(18.5,25.2]","[19.6,31.7]","(-100,-96.7]","(628,818]","[-12.3,38.9]"
48063,Camp,"Camp County, Texas",25.3,74.7,14.9,5.1,74.8,21713.43365,59.65,16.95,0.25,0.5,1.4,21.25,41,10.25,12445,19.4,21.55,0.436,34.1,24.7,15.65,20.75,3.75,10,25.2,Texas,59.65,16.95,21.25,0.5,0.25,1.4,60.15,0.429926,38.1,-94.979085,32.9745813,,,0.07,79.8,0.372,,0.317,3945,0.127,370.8,122.4,0.29,0.077,248.23,,94.4,,0.545577103,-1.239255821,0.649291022,7.18E-07,7.18E-07,1.36E-04,5.41E-04,-0.434502411,111.3,,,,,,647,763,530,464,579,350,816,935,696,636,753,518,668,782,554,48063,18.16666667,,"(16.6,18.5]","(31.7,33.8]","(-96.7,-93.6]",,"(105,167]"
48065,Carson,"Carson County, Texas",12.1,87.9,23.6,7.1,82.05,33313.61556,87.75,0.7,1.05,0.35,1.5,8.7,8.45,6.7,6214,52.6,7.35,0.385,5.9,33.7,9.9,23,3.3,11.35,18.7,Texas,87.75,0.7,8.7,0.35,1.05,1.5,88.1,0.77797175,40.7,-101.3553558,35.4054961,,,0.09,27.8,0.226,,0.3,1864,0.108,159.8,,0.153,0.045,192.27,,98.6,,1.509589309,0.515684233,0.659250472,-1.83E-05,1.83E-05,1.28E-04,4.10E-04,-0.353026263,1042.55,2185,200.5,877,611.5,496,,,,,,,,,,,,,,,,48065,,554.99,,"(33.8,35.6]","(-109,-100]","(444,628]","(1.01e+03,3.06e+03]"
48067,Cass,"Cass County, Texas",17.7,82.3,12.9,4.1,78.3,25154.54381,77,18,0.45,0.25,1.25,3.05,29,13.1,29889.5,53.6,18.7,0.456,28.1,24.85,17.5,22.4,2.15,12.55,20.55,Texas,77,18,3.05,0.25,0.45,1.25,77.25,0.626413,43.2,-94.3575786,33.0836979,5.2,2.9,0.09,56.3,0.4,0.269,0.294,8788,0.114,287.5,92.8,0.237,0.091,290.87,,89.3,,0.730493674,-0.879193856,0.435584621,-1.40E-06,1.40E-06,4.82E-05,1.93E-04,-0.90559694,111.25,5031,1310,1087.5,1322.5,1311,,,,,,,,,,,,,,,,48067,,1277.874,,"(31.7,33.8]","(-96.7,-93.6]","(1.27e+03,1.39e+03]","(105,167]"
48069,Castro,"Castro County, Texas",31.9,68.1,14.9,2.6,74.55,22134.54095,40.05,2,0.2,0.3,0.8,56.7,43.45,11.4,7647.5,36.7,22.55,0.419,34.1,29.05,16.7,18.95,9.75,8.3,17.25,Texas,40.05,2,56.7,0.3,0.2,0.8,40.35,0.48236625,33.6,-102.2587856,34.5336207,,,0.08,83.8,0.278,,0.296,2264,0.1,209.5,,0.337,0.051,154.39,,71.4,,-0.683486587,-1.071963642,0.983173056,9.90E-05,9.90E-05,1.23E-04,3.76E-04,0.45837951,1145,1984,197.5,823,482.5,481,563,714.5,411.5,373.5,522.5,224.5,749,892,606,557,719,395,568.5,720.5,417,48069,13.5,503.936,"(12,13.6]","(33.8,35.6]","(-109,-100]","(444,628]","(1.01e+03,3.06e+03]"
